Product name,Price,Img link
Barritas Redonda de Cordero para Perro - 400 Gr.,4.99,https://www.petsonic.com/15278-large_default/hobbit-alf-barritas-redonda-cordero-para-perros.jpg
Barritas Redonda de Cordero para Perro - 900 Gr.,8.49,https://www.petsonic.com/15278-large_default/hobbit-alf-barritas-redonda-cordero-para-perros.jpg
